word,phonetic,translation,tag
girth,gә:θ,"n. (树的)干围, 周长, 肚带\nvt. 围绕, 包围\nvi. 围长为",gre
gist,dʒist,"n. 要点, 要旨, 依据\n[法] 依据, 要旨, 要点",toefl ielts gre
give,giv,"n. 弹性, 适应性\nvt. 给, 授予, 供给, 产生, 发表, 付出, 献出, 让出\nvi. 捐赠, 支持不住, 让步",zk gk ielts
glacial,'gleiʃәl,"a. 冰的, 冰川的, 冰川时代的, 冰冷的\n[医] 冰的, 冰样的",toefl gre
glacier,'gleiʃә,n. 冰川,toefl ielts
glad,glæd,"a. 高兴的, 喜欢的, 情愿的",zk gk
glade,gleid,"n. 林间空地, 沼泽地",gre
gladiator,'glædieitә,"n. 斗士, 斗剑者, 争论者",gre
glamor,'glæmә,"n. 魅力, 迷人的美, 魔法\nvt. 迷惑",ky
glamorous,'glæmәrәs,"a. 富有魅力的, 迷人的",toefl gre
glamour,'glæmә,"n. 魅力, 迷人的美, 魔法\nvt. 迷惑",cet6 ky toefl ielts
glance,'glɑ:ns,"n. 一瞥, 闪光, 掠过, 辉矿类\nvi. 扫视, 闪光, 掠过, 提到, 略说\nvt. 扫视, 反射, 使掠过",gk cet4 cet6 ky gre
gland,glænd,"n. 腺, 密封套\n[化] 衬片; 密封垫",toefl ielts
glandular,'^lændjulә,"a. 腺的, 含腺的, 天生的, 固有的, 肉体的\n[医] 腺的",toefl
glare,glєә,"n. 闪耀光, 刺眼\nvi. 发眩光, 瞪视\nvt. 瞪眼表示",gk cet4 cet6 ky toefl ielts gre
glaring,'glєәriŋ,"a. 闪耀的, 炫目的, 瞪视的",toefl
glass,glɑ:s,"n. 玻璃, 玻璃杯, 透镜\nvt. 装玻璃于, 反射, 反映\nvi. 成玻璃状",zk gk ielts
glasshouse,'glɑ:shaus,"n. 温室, 玻璃工场, 禁闭房",gk
glassware,'glɑ:swєә,n. 玻璃器具\n[化] 玻璃器皿; 玻璃仪器,toefl
glassy,'glɑ:si,"a. 玻璃质的, 玻璃状的, 如镜的\n[医] 玻璃状的",toefl
glaze,'gleiz,"n. 釉, 上光, 光滑面\nvt. 装以玻璃, 上釉于\nvi. 变得光滑, (目光)变呆滞",toefl gre
glazed,ɡleizd,a. 像玻璃的；光滑的；上过釉的；呆滞无神的,toefl
gleam,gli:m,"n. 光束, 微光, 反光\nvi. 闪烁, 隐约地闪现\nvt. 使发微光, 使闪烁",cet6 toefl ielts gre
glean,gli:n,"v. 拾落穗, 收集",toefl gre
glee,gli:,"n. 欢乐, 高兴",gre
glib,glib,"a. 能说善道的, 流畅的",toefl gre
glide,glaid,"n. 滑动, 滑过, 流水\nvi. 滑动, 滑翔, 溜走, 流逝\nvt. 使滑动",cet4 cet6 ky toefl ielts gre
glider,'glaidә,"n. 滑翔员, 滑翔机",cet6 toefl
glimmer,'glimә,"n. 一丝光线, 微光, 少许\nvi. 发微光",ielts gre
glimpse,glimps,"n. 一瞥, 一闪\nvi. 投以一瞥, 闪烁不定\nvt. 瞥见",cet4 cet6 ky toefl ielts gre
glisten,'glisn,"vi. 闪亮, 辉耀\nn. 闪光, 闪耀",gre
glitch,^litʃ,[计] 假信号,gre
glitter,'glitә,"n. 灿烂, 闪烁, 辉耀\nvi. 灿烂, 闪烁, 辉耀",cet4 cet6 ky ielts gre
gloaming,'glәumiŋ,"n. 夕幕, 黄昏, 薄明",gre
gloat,glәut,"vi. 满足地看, 幸灾乐祸, 贪婪地盯视\nn. 贪婪的盯视, 满足的注视, 幸灾乐祸",toefl gre
global,'glәubl,"a. 通用的, 全球的, 球形的, 综合的, 普遍的\n[计] 共用",cet4 cet6 ky toefl ielts
globe,glәub,"n. 球, 球状物, 地球仪, 天体\nv. (使)成球状",gk cet4 cet6 ky
gloom,glu:m,"n. 忧郁, 暗处, 幽暗\nvi. 变忧沉, 变黑暗\nvt. 使忧郁, 使黑暗",toefl gre
gloomy,'glu:mi,"a. 抑沉的, 忧闷的, 黑暗的, 悲观的",cet4 cet6 ky toefl ielts gre
glorify,'glɒ:rifai,"vt. 赞美, 美化, 赞扬, 使辉煌",cet6 toefl gre
glorious,'glɒ:riәs,a. 光荣的,cet4 cet6 ky toefl ielts
glory,'glɒ:ri,"n. 光荣, 荣耀, 荣誉, 壮丽, 繁荣\nvi. 自豪",gk cet4 cet6 ky
gloss,glɒs,"n. 光彩, 假象, 注释\nvt. 使光彩, 掩盖, 上光于, 注释, 曲解\nvi. 发光, 作注释",ielts gre
glossary,'glɒsәri,"n. 专业词典, 术语集, 词表\n[计] 图文集",cet6 toefl ielts gre
glossy,'glɒ:si,"a. 平滑的, 有光泽的",toefl gre
glove,glʌv,n. 手套\nvt. 给...戴手套,zk gk cet4 cet6 ky
glow,glәu,"n. 赤热, 光辉, 热情, 热烈, 红光\nvi. 发红光, 红光焕发, 发热, 洋溢, 激动",cet4 cet6 ky ielts gre
glower,'glәuә,"vi. 瞪眼, 怒目而视, 凝视\nn. 怒视, 热切的注视, 灯丝",gre
glowing,'glәuiŋ,"a. 白热的, 灼热的, 通红的, 鲜艳的\n[化] 辉光",toefl gre
glucose,'glu:kәus,n. 葡萄糖\n[化] 葡萄糖; 右旋糖; 葡糖(用于复合词中),gre
glue,glu:,"n. 胶, 粘性物\nvt. 粘合, 胶合",gk cet4 cet6 ky toefl ielts
glut,glʌt,"n. 大量, 供过于求\nvt. 使充满, 使吃饱, 过多供应\nvi. 吃得过多, 狼吞虎咽",toefl gre
glutinous,'glu:tinәs,"a. 粘性的\n[医] 胶状的, 粘的",gre
gluttonous,'glʌtnәs,"a. 暴食的, 贪吃的, 贪心的",gre
gnarled,nɑ:ld,"a. 多节的, 扭曲的, 多瘤的, 粗糙的, 乖僻的, 乖戾的",gre
gnat,næt,"n. 小昆虫, 蚊子, 小烦扰\n[医] 蚊, 蚋",gre
gnaw,nɒ:,"v. 咬, 啃, 侵蚀, 消耗, 折磨",cet6 toefl gre
gnawing,'nɒ:iŋ,"n. 咬, 不断的苦痛\na. 咬的, 令人苦恼的",gre
gnome,nәum,"n. 格言, 箴言, 侏儒, 土地神",gre
gnomic,'nәumik,"a. 格言的, 含格言的",gre
go,gou,"vi. 去, 走, 达到, 运转, 查阅, 消失, 结束, 放弃, 花费, 流传, 趋于, 打算, 剩下\nvt. 以...打赌, 对付, 忍受, 出产, 为被捕者出(保释金)\nn. 去, 尝试, 进行",zk gk ielts
goad,gәud,"n. 赶牛棒, 激励, 刺激\nvt. 用刺棒驱赶, 激励, 刺激, 唆使, 煽动",toefl ielts gre
goal,gәul,"n. 目标, 终点, 得分, 球门, 守门员\nvi. 攻门, 射门得分",gk cet4 cet6 ky toefl ielts
goals,,"n. 目标, 目的；进球, 射中次数",ielts
goat,gәut,"n. 山羊, 替罪羊, 色鬼",zk gk cet4 cet6 ky
gobble,'gɒbl,"n. 火鸡叫声\nvt. 狼吞虎咽\nvi. 贪食, 咯咯叫",gre
goblet,'gɒblit,"n. 高脚杯, 酒杯",gre
God,^ɔd,"n. 上帝, 神像, 偶像\nvt. 使神化",zk gk cet4 ky
goddess,'gɒdis,"n. 女神, 美女, 受崇拜的女性",cet6
goggle,'gɒgl,"n. 眼睛瞪视, 护目镜\na. 突出的, 瞪眼的\nvi. 瞪眼看, 眼珠转动\nvt. 使瞪眼, 使眼珠转动",gre
gold,gәuld,"n. 黄金, 钱财, 金块, 金色, 宝贵\na. 金的, 似金的, 金色的, 金制的",zk gk cet4 ky ielts
goldbrick,'gәuldbrik,"vi. 逃避工作, 游手好闲\nn. 假金砖, 赝品, 懒汉",gre
golden,'gәuldn,"a. 金的, 含金的, 金色的, 贵重的, 繁盛的\n[法] 金制的, 金色的, 兴隆的",zk gk cet4 cet6 ky
goldfish,'gәuldfiʃ,n. 金鱼,gk
golf,gɒlf,n. 高尔夫球\nvi. 打高尔夫球,gk cet4 cet6 ky ielts
gong,gɒŋ,"n. 铜锣, 皿形钟\nvt. 鸣锣召唤",gre
good,gud,"n. 善行, 好处, 利益\na. 好的, 优良的, 上等的, 愉快的, 有益的, 好心的, 慈善的, 虔诚的",zk gk ielts
goodby,.ɡud'bai,int. 再见（等于goodbye）,ky
goodbye,gud'bai,interj. 再见,zk
goodness,'gudnis,"n. 仁慈, 善良",gk cet4 cet6 ky
goods,guds,"n. 货物\n[经] 货物, 商品, 动产",gk cet4 cet6 ky ielts
goodwill,^jd'wil,"n. 友好, 好意, 善意, 亲善, (企业享有的)信誉, 声誉\n[经] (企业的)商誉, 信誉",gre
goose,gu:s,"n. 鹅, 雌鹅, 鹅肉, 弯把熨斗\nvt. 与...性交, 突然加大油门, 使生色, 喝倒彩",zk gk cet4 cet6 ky
gorge,gɒ:dʒ,"n. 峡谷, 凹槽, 塞饱, 咽喉\nvi. 狼吞虎咽\nvt. 塞饱, 狼吞虎咽地吃",toefl gre
gorgeous,'gɒ:dʒәs,"a. 华丽的, 灿烂的",cet6 ky toefl ielts gre
gorilla,gә'rilә,"n. 大猩猩, 残暴的男人, 歹徒",cet6 toefl gre
gormandize,'gɒ:mәndaiz,"v. 狼吞虎咽\nn. 讲究饮食, 大吃大喝",gre
gosling,'gɒzliŋ,"n. 小鹅, 年轻无知的人",gre
gospel,'gɒspәl,"n. 福音, 信仰, 真理",toefl gre
gossamer,'gɒsәmә,"n. 小蜘蛛网, 蛛丝, 薄纱\na. 薄弱的, 轻飘飘的",gre
gossip,'gɒsip,"n. 闲聊, 随笔, 流言, 爱讲闲话的人\nvi. 说闲话, 闲聊",cet6 ky toefl ielts
gouge,gaudʒ,"n. 圆凿, 用圆凿凿成的槽, 挖, 掘\nvt. 用圆凿削, 挖出, 欺骗",gre
gourmand,'guәmәnd,n. 美食家,toefl gre
gourmet,'guәmei,n. 美食家,toefl gre
govern,'gʌvәn,"v. 统治, 支配, 管理",gk cet4 cet6 ky toefl
governance,'gʌvәnәns,"n. 统治, 统辖, 管理\n[法] 统治, 管理, 支配",gre
government,'gʌvәnmәnt,"n. 政府, 内阁\n[经] 政府, 政治, 政体",zk gk cet4 cet6 ky ielts
governments,,n. 政权；政府；可转让政府证券（government的复数）,ielts
governor,'gʌvәnә,"n. (美)州长, (英)总督, 统治者, 管理者, 理事\n[医] 节制器, 调节器",cet4 cet6 ky toefl
gown,gaun,"n. 睡衣, 法衣, 大学全体师生\nvt. 使穿睡衣",gk cet4 cet6 ky ielts
grab,græb,"n. 抓握, 掠夺, 强占, 东方沿岸帆船\nvi. 抓取, 抢去\nvt. 攫取, 捕获, 霸占",cet6 ky toefl ielts
grace,greis,"n. 优雅, 风度, 慈悲, 恩惠, 体面, 赦免, 恩典, 谢恩祷告\nvt. 使优美",cet4 cet6 ky toefl ielts gre
graceful,'greisful,a. 优美的,cet4 cet6 ky toefl
gracious,'greiʃәs,"a. 亲切的, 慈善的",cet4 cet6 ky toefl ielts gre
gradation,grei'deiʃәn,"n. 逐渐变化, 分等级, 阶级, 顺序\n[电] 阶度",gre
grade,greid,"n. 等级, 年级, 阶段, 成绩, 程度, 坡度, 斜坡\nvt. 分等, 分级, 评分\nvi. 属于某等级, 逐渐变化",zk gk ielts
gradient,'greidiәnt,"n. 倾斜度, 梯度, 坡度, 斜率\na. 渐升的, 渐降的, 步行的",cet6 toefl
gradual,'grædʒuәl,"a. 逐渐的, 渐增的\nn. 弥撒升阶圣歌",cet4 cet6 ky ielts
gradually,'grædʒuәli,adv. 逐渐地,gk cet4 cet6
graduate,'grædʒueit,"n. 毕业生, 量杯\na. 已得学位的, 研究生的, 毕业的\nvi. 毕业, 得学位, 逐渐变为\nvt. 准予...毕业, 授予...学位, 分等级, 刻刻度",gk cet4 cet6 ky toefl
graduated,,"a. 毕业了的, 分等级的, 分度的, 刻度的\n[医] 有刻度的",gre
graduates,ˈɡrædjuits,n. <美>毕业生( graduate的名词复数 ); <英>大学毕业生; （已经取得学士学位正在攻读高级学位的）研究生; 量筒\nv. 渐变( graduate的第三人称单数 ); 渐渐变为（与into连用）; 渐渐消逝（与away连用）; 取得资格（与as连用）,ielts
graduation,.grædʒu'eiʃәn,"n. 毕业, 得学位, 分划, 刻度, 分等级\n[医] 刻度, 分度, 毕业",gk
graft,grɑ:ft,"n. 嫁接, 贪污\nv. 嫁接, 移植, 贪污",toefl gre
grain,grein,"n. 谷粒, 颗粒, 谷类, 纹理, 本质\nv. (使)成谷粒",gk cet4 cet6 ky toefl ielts gre
gram,græm,"n. 克, 绿豆, 鹰嘴豆\n[医] 克",gk
grammar,'græmә,"n. 语法学, 入门书\n[计] 语法检查",zk gk cet4 cet6 ky ielts
grammatical,grә'mætikl,"a. 语法的, 合乎语法的\n[法] 语法上的, 符合语法规则的, 文法上的",cet4 cet6
gramme,græm,n. 克\n[医] 克,cet4 cet6 ky
gramophone,'græmәfәun,n. 留声机,cet6
granary,'grænәri,"n. 谷仓, 谷物仓, 主要来源, 主要贮藏所",ielts gre
grand,grænd,"a. 庄重的, 壮观的, 显赫的, 重大的, 最高的, 雄伟的, 宏大的, 豪华的, 傲慢的\n[法] 重大的, 主要的, 伟大的",gk cet4 cet6 ky toefl ielts
grandchild,'^rændtʃaild,"n. 孙, 外孙女, 外孙, 孙女, 孙子",zk gk
granddaughter,'^rændɔ:tә(r),"n. 孙女, 外孙女",zk gk cet4 cet6
grandeur,'grændʒә,"n. 庄严, 伟大, 壮丽",toefl gre
grandfather,'grændfɑ:ðә,"n. 祖父, 始祖\n[电] 原始资料组",zk cet4 cet6
grandiose,'grændiәus,"a. 宏伟的, 壮丽的, 夸张的\n[医] 夸大的",gre
grandma,'grændmɑ:,"n. 奶奶, 外婆",zk
grandmother,'grændmʌðә,"n. 祖母, 女祖先",zk cet4 cet6 ky
grandpa,"'^rænpɑ:, '^rændpɑ:","爷爷, 老太爷, 外公",zk
grandparent,'grændperәnt,n. 祖父母,zk
grandparents,,n. 外祖父母；祖父母（grandparent的复数）,gk
grandson,'grændsʌn,"n. 孙子, 外孙",zk gk cet4 cet6
grandstand,'grændstænd,"n. 正面看台, 观众",gre
granite,'grænit,n. 花岗岩\n[化] 花岗岩,cet6 toefl gre
granny,'^ræni,"n. 奶奶, 老奶奶, 老婆婆, 外婆, 婆婆妈妈的人, 唠叨挑剔的人, 接生婆",zk gk
grant,grænt,"n. 授予, 授予物, 允许\nvt. 允许, 承认, 授与\n[计] 授权命令",cet4 cet6 ky ielts gre
grants,,"[经] 补助金, 拨款, 津贴",cet6 ielts
granular,'grænjulә,"a. 颗粒的, 粒状的\n[医] 粒状的, 颗粒状的",ielts
granule,'grænju:l,"n. 小粒, 细粒, 颗粒\n[计] 区组",gre
grape,greip,"n. 葡萄, 葡萄树\n[医] 葡萄",zk gk cet4 cet6 ky
graph,græf,"n. 曲线图, 图表, 图形\n[计] 图形",gk cet4 cet6 ky toefl ielts
graphic,'græfik,"a. 生动的, 轮廓分明的, 绘画似的, 图解的\n[计] 图形的",ky toefl ielts gre
graphics,'græfiks,"n. 制图法, 制图学, 图解算法, 图形显示\n[计] 图形; DOS外部命令:打印图形方式下的屏幕内容",toefl
graphite,'græfait,n. 石墨\n[化] 石墨,cet6 toefl gre
grasp,græsp,"n. 把握, 抓紧, 理解, 抓, 柄, 控制\nvt. 抓住, 紧握, 领会\nvi. 抓",gk cet4 cet6 ky toefl
grasping,'græspiŋ,"a. 抓的, 握的, 贪婪的",gre
grass,græs,"n. 草, 草原, 牧场\n[医] 草, 禾本",zk gk ielts
grasshopper,'græshɒpә,"n. 蚱蜢, 蝗虫",cet6 toefl
grassy,'græsi,"a. 草绿色的, 象草的, 长满草的",cet6
grate,^reit,"n. 炉格, 炉篦, 炉栅, 火炉, 壁炉, 格栅\nvt. 装格栅于, 磨擦, 轧碎, 磨碎, 使焦急, 触怒, 使人烦躁, 刺激, 激怒\nvt.vi. 擦响, 发出刺耳的尖厉声",ielts gre
grateful,'greitful,"a. 感谢的, 感激的, 令人快意的, 受欢迎的",gk cet4 cet6 ky toefl gre
gratification,.grætifi'keiʃәn,"n. 令人满足的事(或物), 满足, 喜悦\n[医] 愿望满足, 满意",gre
gratify,'grætifai,vt. 使满足,toefl gre
grating,'greitiŋ,"n. 光栅, 摩擦, 摩擦声\na. 令人气恼的, 刺耳的",gre
gratis,'greitis,"adv. 免费地, 白送地\na. 免费的",gre
gratitude,'grætitju:d,n. 感激之情,cet4 cet6 ky toefl ielts gre
gratuitous,grә'tju:itәs,"a. 免费的, 无理由的\n[经] 无代价的",toefl gre
gratuity,grә'tju:iti,"n. 小费, 赠物, 赏钱\n[经] 小帐, 赏金, 退职金",ielts gre
grave,greiv,"n. 墓穴, 坟墓, 终结, 死亡\na. 庄重的, 严肃的, 重大的, 低沉的\nvt. 雕刻",cet4 cet6 ky ielts gre
gravel,'grævәl,"n. 砂砾, 碎石\n[医] 沙砾, 尿沙",cet6 ielts gre
gravitation,.grævi'teiʃәn,"n. 引力, 重力, 沉下\n[化] 引力",toefl
gravitational,.grævi'teiʃәnәl,a. 重力的,toefl gre
gravity,'græviti,"n. 地心引力, 重力\n[化] 重力",gk cet4 cet6 ky toefl ielts gre
gray,grei,"n. 灰色, 暗淡\na. 灰色的, 灰白的, 面色苍白的, 年老的, 老练的, 阴沉的\nv. (使)变灰色",cet4 cet6
graze,greiz,"n. 吃草, 放牧, 擦伤, 轻擦\nv. (使)吃草, 放牧, 轻擦, 擦伤",cet6 ky toefl ielts gre
grease,gri:s,"n. 脂肪, 兽脂, 油脂, 贿赂\nvt. 涂脂于, 贿赂",cet6 ky toefl ielts gre
greasy,'gri:zi,"a. 油腻的, 含脂肪多的",toefl
great,greit,"a. 大的, 非常的, 主要的, 重大的, 崇高的, 伟大的\nadv. 顺利地, 得意地\nn. 全部, 大人物, 大师",zk gk
greatly,'greitli,"adv. 很, 非常",cet4 cet6
Greece,gri:s,n. 希腊,gk ielts
greed,gri:d,"n. 贪欲, 贪婪",cet6
greedy,'gri:di,"a. 贪婪的, 贪得的, 贪吃的",gk cet4 cet6 ky toefl ielts
Greek,gri:k,"n. 希腊人, 希腊语\na. 希腊的, 希腊人的\n[计] 希腊",gk cet4 cet6
green,gri:n,"n. 绿色, 绿色颜料\na. 绿色的, 未成熟的, 新鲜的, 青春的, 无经验的, 脸色发青的",zk gk ielts gre
greengrocer,'gri:ngrәusә,"n. 蔬菜水果商, 菜贩",gk
greenhorn,'gri:nhɒ:n,"n. 生手, 无经验的人, 不懂世故的人",gre
greenhouse,'gri:nhaus,n. 温室,cet4 cet6 ky gre
greet,gri:t,"vt. 问候, 致敬, 欢迎, 映入眼帘",gk cet4 cet6 ky
greeting,'gri:tiŋ,"n. 祝贺, 问候",zk gk cet4 cet6 ky
gregarious,gre'gєәriәs,"a. 社交的, 群居的",toefl gre
gregariousness,ɡrɪ'ɡerɪəsnəs, 集群性; 簇聚性,gre
grenade,gri'neid,n. 手榴弹,gre
grey,grei,"n. 灰色\na. 灰色的, 阴沉的\nv. (使)成灰色",cet4 cet6 ky
grid,grid,"n. 格子, 栅格\n[计] 网格",ielts
gridiron,'gridaiәn,"n. 烤架, 格状物",gre
grief,gri:f,"n. 伤心, 忧愁, 悲痛, 不幸, 灾难",cet6 ky ielts gre
grievance,'gri:vәns,"n. 委屈, 冤情, 苦况\n[经] 不满(对雇用条件的)",toefl gre
grieve,gri:v,"vt. 使悲伤\nvi. 悲痛, 伤心",cet4 cet6 ky toefl ielts gre
grievous,'gri:vәs,"a. 痛苦的, 严重的, 充满悲伤的\n[法] 极大的, 严重的, 惨无人道的",gre
grill,gril,"n. 烤架, 铁格子, 烤肉\nv. 烧, 烤, 严加盘问, 给...装栅栏",gk ielts gre
grim,grim,"a. 冷酷的, 坚强的, 残忍的, 可怕的, 讨厌的",cet6 ky toefl ielts gre
grimace,gri'meis,"n. 鬼脸, 怪相\nvi. 扮鬼脸, 作怪相",gre
grin,grin,n. 露齿笑\nv. 露齿而笑,cet6 ky ielts gre
grind,graind,"n. 磨, 碾, 苦差, 摩擦声, 用功的学生\nvt. 磨擦, 磨碎, 磨光, 折磨, 压榨\nvi. 磨, 磨碎, 苦干",cet4 cet6 ky toefl ielts gre
grip,grip,"n. 紧握, 柄, 握力, 握手方式, 手提包, 掌握, 支配, 控制\nvt. 抓紧, 抱住, 吸住, 掌握\nvi. 握牢, 有吸引力",cet4 cet6 ky toefl ielts
gripe,graip,"n. 紧握, 柄, 把手, 控制\nvt. 抓紧, 抱住, 使肠痛, 激怒\nvi. 肠绞痛, 抱怨",gre
gripping,,"a. 抓的, 吸引人的, 扣人心弦的, 夹的",gre
grisly,'grizli,"a. 可怕的, 厉害的, 令人畏惧的",gre
gristle,'grisl,n. 软骨\n[医] 软骨,gre
grit,grit,"n. 砂砾, 粗砂石\nvt. 覆以砂砾, 咬牙切齿地说\nvi. 摩擦作声",ielts gre
groan,grәun,"n. 呻吟, 叹息\nvi. 呻吟, 抱怨, 受压迫\nvt. 呻吟地说",cet4 cet6 ky ielts gre
grocer,'grәusә,n. 食品商,gk cet4 cet6 ky
grocery,'grәusәri,"n. 食品杂货店, 食品杂货业",cet4 cet6
groom,gru:m,"n. 马夫, 新郎, 男仆\nvt. 喂马, 使...整洁, 推荐\nvi. 打扮, 穿戴",gre
groove,gru:v,"n. 凹槽, 惯例, 理想境况\nvt. 开槽于",cet6 gre
grope,grәup,v. 摸索\nn. 摸索,cet6 ky toefl ielts gre
gross,grәus,"n. 总数, 总量\na. 总共的, 未打折扣的, 恶劣的, 粗野的\nvt. 总共收入",cet4 cet6 ky ielts gre
grotesque,grәu'tesk,"n. 奇异风格, 怪异图案\na. 奇怪的, 可笑的",gre
grotto,'grɒtәu,"n. 洞穴, 岩穴, 洞室",gre
grouch,grautʃ,"n. 脾气的发作, 坏脾气, 不高兴的人, 心怀不满\nvi. 闹脾气, 发牢骚",gre
grouchy,'grautʃi,"a. 不高兴的, 不平的",toefl
ground,graund,"n. 土地, 战场, 场地, 地面, 范围\na. 土地的, 地面上的\nvt. 放在地上, 使搁浅, 打基础, 给...以训练\nvi. 搁浅, 落地, 根据, 基于\na. 磨过的\ngrind的过去式和过去分词",zk gk ielts
grounded,'^raundid,a. [物]接地的；有基础的,gre
group,gru:p,"n. 团体, 组, 团, 群\nv. 聚合, 成群\n[计] 创建组; 组, 用户组",zk gk ielts gre
groups,,"n. 群组, 组；用户组；团体（group的复数形式）",ielts
grouse,graus,"n. 松鸡, 牢骚\nvi. 埋怨",gre
grove,grәuv,n. 小树林,cet6 gre
grovel,'grɒvl,"vi. 趴, 匍匐, 卑躬屈膝",gre
grow,grәu,"vt. 种植, 使长满\nvi. 生长, 变成, 发展",zk gk
growl,graul,"n. 吠声, 咆哮声\nv. 怒吠, 咆哮, 吼",cet6 ielts gre
growth,grәuθ,"n. 生长, 栽培, 增长\n[计] 等比级数",gk cet4 cet6 ky ielts
grudge,grʌdʒ,"n. 怨恨, 恶意\nvt. 怀恨, 嫉妒, 吝惜",toefl ielts gre
gruel,'gru:әl,"n. 稀粥\nvt. 使极度疲劳, 惩罚",gk
grueling,'^ruәliŋ,"a. 折磨人的, 使人精疲力尽的\nn. 痛打, 惩罚",gre
gruesome,'gru:sәm,"a. 可怕的, 令人毛骨悚然的, 阴森的",gre
gruff,grʌf,"a. 粗哑的, 粗鲁的, 粗率的, 板着脸孔的",toefl gre
grumble,'grʌmbl,"n. 怨言, 满腹牢骚\nvi. 抱怨, 发牢骚, 发隆隆声\nvt. 抱怨",cet6 toefl ielts gre
grumpy,'grʌmpi,"a. 性情乖戾的, 脾气暴躁的, 生气的",toefl gre
grunt,grʌnt,"vi. 作呼噜声\nvt. 咕哝\nn. 呼噜声, 咕哝",cet6
guarantee,.gærәn'ti:,"n. 担保, 抵押品, 保证书\nvt. 保证, 担保",gk cet4 cet6 ky toefl ielts gre
guard,gɑ:d,"n. 守卫者, 警戒, 护卫队, 防护装置\nvt. 保卫, 看守, 当心\nvi. 防止, 警惕, 警卫, 看守",zk gk cet4 cet6 ky
guardian,'gɑ:diәn,"n. 看守者, 监护人, 保护人\na. 保护的",ielts
guess,ges,"n. 猜测, 臆测\nv. 猜测, 臆测",zk gk
guest,gest,"n. 客人, 来宾, 旅客\n[化] 客体",zk gk ielts
guests,,n. 客人；来宾（guest的复数）,ielts
guffaw,gʌ'fɒ:,"v. 哄笑, 狂笑\nn. 哄笑, 狂笑",gre
guidance,'gaidns,"n. 指导, 领导\n[医] 导",gk cet4 cet6 ky ielts
guide,gaid,"n. 引导者, 导游, 指南, 路标\nvt. 指导, 支配, 管理, 带领, 操纵\nvi. 任向导\n[计] 辅助线",gk cet4 cet6 ky ielts
guideline,'gaidlain,"n. 指导路线, 方针, 指标\n[经] 指导路线, 方针, 准则",ky ielts
guild,gild,"n. 团体, 协会, 行业协会\n[经] 同业公会",ielts
guile,gail,"n. 狡猾, 狡计",toefl gre
guileless,'gailis,"a. 不狡猾的, 诚实的",toefl gre
guillotine,'gilәti:n,"n. 断头台, 截断机, 切除器\nvt. 用断头台斩首, 用截断机切",gre
guilt,gilt,"n. 罪行, 内疚\n[法] 罪, 犯罪, 罪行",cet6 ky gre
guilty,'gilti,"a. 犯罪的, 有过失的, 自觉有错的, 心虚的\n[法] 有罪的, 犯罪的, 自觉有罪的",gk cet4 cet6 ky gre
guise,gaiz,"n. 相似, 外观, 伪装\nv. 穿戴, 伪装",toefl gre
guitar,gi'tɑ:,n. 吉他,zk gk cet6 ky ielts
gulch,gʌlʃ,"n. 地沟, 冲沟",gre
gulf,gʌlf,"n. 海湾, 深渊, 漩涡, 隔阂\nvt. 吞没",cet4 cet6 ky toefl
gull,gʌl,"n. 鸥, 易受骗之人, 呆子\nvt. 欺诈, 骗",toefl gre
gullible,'gʌlibl,"a. 易受骗的\n[法] 易受骗的, 轻信的",gre
gully,'gʌli,"n. 小峡谷, 排水沟",gre
gulp,gʌlp,"vt. 吞, 大口大口地吸气, 吸收, 抑制\nvi. 吞咽\nn. 吞咽\n[计] 字节组",toefl gre
gum,gʌm,"n. 树胶, 橡皮, 橡皮糖, 牙床, 老天\nvt. 涂以树胶, 用胶粘, 使有粘性\nvi. 分泌树胶, 发粘",cet4 cet6 ky gre
gun,gʌn,n. 枪\n[医] 枪,zk gk cet4 cet6 ky
gunpowder,'gʌnpaudә,n. 火药\n[化] 有烟火药; 火药,cet4 cet6
guru,'guru:,n. 古鲁(印度教导师)\n[医] 柯拉子,gre
gush,gʌʃ,"n. 涌出, 滔滔不绝地讲话\nv. 涌出, 迸出, 滔滔不绝的讲话",toefl ielts gre
gusher,'^ʌʃә(r),"[经] 喷油井, 自喷井",gre
gust,gʌst,"n. 突然一阵, 趣味, 爱好",cet6 toefl ielts gre
gustation,gʌs'teiʃәn,"n. 尝味, 味觉\n[医] 味觉, 尝味",gre
gustatory,'gʌstәtәri,"a. 尝味的, 味觉的\n[医] 味觉的, 味的",gre
gusto,'gʌstәu,"n. 爱好, 嗜好, 由衷的高兴",gre
gusty,'gʌsti,"a. 刮风的, 阵阵猛急的, 突发的, 津津有味的",toefl
gut,gʌt,"n. 剧情, 内容, 内脏, 肚子, 海峡, 勇气\nvt. 取出内脏, 毁坏...的内部",ky
gutless,'gʌtlis,a. 无胆量的,gre
gutter,'gʌtә,"n. 排水沟, 槽, 贫民区\nvt. 开沟于\nvi. 流\n[计] 装订线",cet6 gre
guttle,'gʌtl,v. 狼吞虎咽地吃喝,gre
guy,gai,"n. 家伙, 支索\nvt. 用支索撑住, 取笑, 嘲弄\nvi. 逃跑",cet4 ky ielts gre
guzzle,'gʌzl,"v. 狂饮, 暴食, 喝酒化掉(钱)",gre
gym,dʒim,"n. +体育馆, 体育训练, 体育课, 体操",zk ielts
gymnasium,dʒim'neiziәm,"n. 健身房, 体育馆\n[医] 体育馆, 健身室, 运动场",zk cet4 cet6 ky ielts
